,emisor,mencionado,texto,rt,localizacion,texto_limpio,sent_score
179,BiblioSantander,FirenzeComunica,RT @FirenzeComunica: 📌 Esta tarde comienzan las I Jornadas Mujer y Envejecimiento en Cantabria organizadas por #UNATE y Fundación PEM. Maña…,True,Santander,Esta tarde comienzan las I Jornadas Mujer y Envejecimiento en Cantabria organizadas por UNATE y Fundación PEM Maña…,0.0
180,ElIlustrativo,,💡 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/2L8VR347ip,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
181,admtvoscoles,DiarioSUR,"RT @DiarioSUR: 👴👵 La radiografía de una sociedad cada vez más envejecida, en la que cada vez hay más jubilados y menos nacimientos, tendrá…",True,Santander,La radiografía de una sociedad cada vez más envejecida en la que cada vez hay más jubilados y menos nacimientos tendrá…,0.0
182,JoseMar72168618,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
183,ElbaSan91471783,,"La maldad le retoza y de ahí su envejecimiento y todavía tiene un brillito, deja que entregue la ñoña. 🤦🏻‍♀️🤦🏻‍♀️Listo!! https://t.co/nrvJr7w5LM",False,,La maldad le retoza y de ahí su envejecimiento y todavía tiene un brillito deja que entregue la ñoña Listo,-0.6369
184,Safr47253259,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
185,LorenzoAlonso3,"GrupoAspasia, PlenaCyL",RT @GrupoAspasia: 🗓️ Ayer recibimos la visita de @PlenaCyL y mañana volverán a estar de nuevo por nuestros centros 📚 con nuestros alumnos d…,True,Valladolid,Ayer recibimos la visita de  y mañana volverán a estar de nuevo por nuestros centros  con nuestros alumnos d…,0.0
186,martab35,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,"Badalona, Catalunya ",El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
187,boliviano 1,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
188,caval100,"elobrerodigital, Multiforo eu","El envejecimiento reducirá la renta de cada español en 6.500 euros hasta 2050 @elobrerodigital

https://t.co/OL8t0K8kGL
#12Diciembre #SánchezAInvestidura #RioBesòs #PorLaRepública #ProcesoConstituyente @Multiforo_eu",False,Madrid (España),"El envejecimiento reducirá la renta de cada español en 6500 euros hasta 2050 


12Diciembre SánchezAInvestidura RioBesòs PorLaRepública ProcesoConstituyente",0.0
189,Mery07275291,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
190,GuardeMarie,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,Las Palmas de Gran Canaria,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
191,InterDifusion,,💡 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/RAw022TBUM,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
192,ExoMedios,,"🔰 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/qYLjklv9yM",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
193,InfoTextual,,"⚠️ Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/zRzXOqCs97",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
194,Pepter ,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
195,DAVIDIEZREVILLA,EnriqueSanz MGA,RT @EnriqueSanz_MGA: Interesantes reflexiones sobre el impacto de la #robotización en la economía del #envejecimiento. Un artículo del Dr.…,True,"León, España",Interesantes reflexiones sobre el impacto de la robotización en la economía del envejecimiento Un artículo del Dr…,0.4019
196,Homonomos,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
197,edgarnunezq,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
198,LuisiniAntonini,tonoelbloqueado,"RT @tonoelbloqueado: Lo que si es cierto y le podemos dar el beneficio de la duda con su tuit, es que estuvo presente cuando la ciudad se m…",True,Lithium ,Lo que si es cierto y le podemos dar el beneficio de la duda con su tuit es que estuvo presente cuando la ciudad se m…,0.5106
199,vitoria201059,labonitabicho,"RT @labonitabicho: El envejecimiento reducirá la renta de cada español en 6.500 euros hasta 2050 https://t.co/WX1L8Tw72r ,vox no quiere inm…",True,,El envejecimiento reducirá la renta de cada español en 6500 euros hasta 2050  vox no quiere inm…,-0.0572
200,Hannibalector ,,"💣 Grandes avances en la lucha contra el cáncer, la diabetes, la demencia y otras enfermedades provocadas por el envejecimiento celular... https://t.co/ZXnaaPWyxe",False,Toledo,Grandes avances en la lucha contra el cáncer la diabetes la demencia y otras enfermedades provocadas por el envejecimiento celular,-0.7906
201,tonoelbloqueado,,"Lo que si es cierto y le podemos dar el beneficio de la duda con su tuit, es que estuvo presente cuando la ciudad se mudó para acá después de los desastres naturales, punto para su longevidad y experiencia propia 👍 https://t.co/U39cok6fIO",False,,Lo que si es cierto y le podemos dar el beneficio de la duda con su tuit es que estuvo presente cuando la ciudad se mudó para acá después de los desastres naturales punto para su longevidad y experiencia propia,0.296
202,montsbus,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,Catalunya ,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
203,JosePol0,"geay juliette, LaVanguardia","👵 @geay_juliette relata dos vidas centenarias hoy en 
@LaVanguardia

El número de personas que llega a los cien años se ha duplicado en #Catalunya durante la última década

https://t.co/xYjHOJ0IaG",False,"Molins de Rei, Barcelona","relata dos vidas centenarias hoy en 


El número de personas que llega a los cien años se ha duplicado en Catalunya durante la última década",0.128
204,Datos365,,"🔰 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/ieEdYzBqm7",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
205,AGonzalezRioja,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,Bolivia,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
206,WOLVERINE2773,VicM RodriguezM,"RT @VicM_RodriguezM: Cuatro hermanos de 110, 109, 103 y 101 años iluminan los genes de la longevidad

Un proyecto que estudia el ADN de per…",True,Mexico DF,"Cuatro hermanos de 110 109 103 y 101 años iluminan los genes de la longevidad

Un proyecto que estudia el ADN de per…",0.0
207,viruto75,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,Torre Stark,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
208,mercyamancha,OBienestarA3,RT @OBienestarA3: Un motivo más para llevar una dieta saludable 😊 https://t.co/bxYkYrvkwR,True,"Proença a Nova, Portugal",Un motivo más para llevar una dieta saludable,0.4019
209,Berunomano,"r101ck, goliveros, goliveros","@r101ck @goliveros #santa101
Lo siento me equivoque
Pediría.... 
-Longevidad a mis padres
-Paz para el país entero
-Eliminar por completo el maltrato animal
Saludos @goliveros bonita manana...",False,,"santa101
Lo siento me equivoque
Pediría 
Longevidad a mis padres
Paz para el país entero
Eliminar por completo el maltrato animal
Saludos  bonita manana",0.3262
210,ullperull cecs,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
211,DiarioSUR,,"👴👵 La radiografía de una sociedad cada vez más envejecida, en la que cada vez hay más jubilados y menos nacimientos, tendrá sus efectos económicos... y no son nada halagüeños https://t.co/VcNEiEICLH",False,Málaga,La radiografía de una sociedad cada vez más envejecida en la que cada vez hay más jubilados y menos nacimientos tendrá sus efectos económicos y no son nada halagüeños,-0.4023
212,dolorsclotet,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,Barcelona,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
213,SeremiSalud XII,"ministeriosalud, pdazan",RT @ministeriosalud: Subsec @pdazan participa en “Primera Academia de Salud Pública para Personas Mayores” que considera contenidos como pr…,True,"Punta Arenas, Chile",Subsec  participa en “Primera Academia de Salud Pública para Personas Mayores” que considera contenidos como pr…,0.0
214,HOY Angela,hoyextremadura,El #envejecimiento reducirá la renta de cada español en 6.500 euros hasta 2050 https://t.co/YJGKwO9BVP a través de @hoyextremadura,False,Extremadura,El envejecimiento reducirá la renta de cada español en 6500 euros hasta 2050  a través de,0.0
215,Berunomano,"r101ck, goliveros, GoOliveros","@r101ck @goliveros Aun vale?
Eduardo Berumen
. Longevidad a mis padres
. Paz para el país entero
. Que desaparezca cualquier tipo de maltrato anima....
Saludos @gooliveros el mejor de todos (sin hacer barba ok)",False,,"Aun vale
Eduardo Berumen
 Longevidad a mis padres
 Paz para el país entero
 Que desaparezca cualquier tipo de maltrato anima
Saludos  el mejor de todos sin hacer barba ok",0.8782
216,MariolySosaP,RamonDLC6,"RT @RamonDLC6: Consejo a mis hijos y nietas... Que nunca emprendan una iniciativa combinando el trabajo con el odio, con el rencor y con la…",True,San Francisco de Macoris,Consejo a mis hijos y nietas Que nunca emprendan una iniciativa combinando el trabajo con el odio con el rencor y con la…,-0.6369
217,LopezHowgard,leamosuncuento,"@leamosuncuento Saludable dejar de comer y estar en el cielo,los enchufados,los políticos no beben café sino 18 años y hacia arriba en envejecimiento.",False,,Saludable dejar de comer y estar en el cielolos enchufadoslos políticos no beben café sino 18 años y hacia arriba en envejecimiento,0.0644
218,Tuitores,,"💡 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/WFWznQNy1y",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
219,hoyextremadura,,El envejecimiento reducirá la renta de cada español en 6.500 euros hasta 2050 https://t.co/AZd28qI0Hg,False,Extremadura,El envejecimiento reducirá la renta de cada español en 6500 euros hasta 2050,0.0
220,uandes,,"Destacados expositores se referirán al cómo se están abordando las necesidades de las personas mayores desde la innovación social y tecnológica en el área público y privado, nacional e internacional. Más información e inscripciones en: https://t.co/EtG0Lp2fmQ https://t.co/l4D1lXZy28",False,"Santiago, Chile",Destacados expositores se referirán al cómo se están abordando las necesidades de las personas mayores desde la innovación social y tecnológica en el área público y privado nacional e internacional Más información e inscripciones en,0.765
221,vozcarballo,,«El secreto de la longevidad de nuestros mayores estaba en sus despensas» https://t.co/Ia0aBqixM7 https://t.co/MbTac5hYVz,False,Galicia | España,«El secreto de la longevidad de nuestros mayores estaba en sus despensas»,0.0
222,doctor malla,,"👉SUERO ANTI-OBESIDAD Y ANTI-ENVEJECIMIENTO TÉCNICA ÚNICA PARA NUTRIR TU ORGANISMO, ACELERA EL METABOLISMO, CONTROLA LA ANSIEDAD, ACELERA LA PRODUCCIÓN DE COLÁGENO Y ELIMINA RETENCIÓN DE LIQUIDOS 😎 #sobrepeso… https://t.co/r2SfcKBr2Q",False,venezuela,SUERO ANTIOBESIDAD Y ANTIENVEJECIMIENTO TÉCNICA ÚNICA PARA NUTRIR TU ORGANISMO ACELERA EL METABOLISMO CONTROLA LA ANSIEDAD ACELERA LA PRODUCCIÓN DE COLÁGENO Y ELIMINA RETENCIÓN DE LIQUIDOS  sobrepeso…,-0.347
223,serv saludmc,"ministeriosalud, pdazan",RT @ministeriosalud: Subsec @pdazan participa en “Primera Academia de Salud Pública para Personas Mayores” que considera contenidos como pr…,True,Santiago Chile,Subsec  participa en “Primera Academia de Salud Pública para Personas Mayores” que considera contenidos como pr…,0.0
224,Gabo26Osco,,"Interesante. ""A los 34, 60 y 78 años de edad cambian los niveles de las proteínas sanguíneas [...] A lo largo de la vida, los niveles de esas proteínas en la sangre permanecen... https://t.co/JTecwRwuma",False,LIma,Interesante A los 34 60 y 78 años de edad cambian los niveles de las proteínas sanguíneas  A lo largo de la vida los niveles de esas proteínas en la sangre permanecen,0.4019
225,ReporteActivo,,"⚠️ Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/2l3CrTQpwZ",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
226,EfectoCognitivo,,⚠️ Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/6hWLxuYPEi,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
227,Macafudos,,"En Japón celebran la preparación del nuevo año. Cuando comienza diciembre, los japoneses limpian todo: sus casas, renuevan su vestuario, etc. como símbolo de la entrada del nuevo año. El último día del año degustan en familia tazas de fideos, símbolo de longevidad. https://t.co/EGypzaDMHp",False,México,En Japón celebran la preparación del nuevo año Cuando comienza diciembre los japoneses limpian todo sus casas renuevan su vestuario etc como símbolo de la entrada del nuevo año El último día del año degustan en familia tazas de fideos símbolo de longevidad,0.7506
228,riffarachi,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,santa cruz bolivia,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
229,Vctor47887781,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,"Madrid, España",Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
230,osanzmer,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,"Móstoles, Madrid",El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
231,raquelblanco04,InfoTextual,"RT @InfoTextual: 💡 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/zRzXOqCs97",True,Venezuela,Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
232,javiercitomd,Geriatriamexico,"RT @Geriatriamexico: El #maltrato a las #PersonasMayores puede consistir en actos que les causan daño o sufrimiento, o bien la falta de med…",True,,El maltrato a las PersonasMayores puede consistir en actos que les causan daño o sufrimiento o bien la falta de med…,-0.836
233,javiercitomd,Geriatriamexico,RT @Geriatriamexico: El #envejecimiento de la población es el resultado de una tendencia persistente de disminución de las tasas de fecundi…,True,,El envejecimiento de la población es el resultado de una tendencia persistente de disminución de las tasas de fecundi…,0.0
234,pdazan,"ministeriosalud, pdazan",RT @ministeriosalud: Subsec @pdazan participa en “Primera Academia de Salud Pública para Personas Mayores” que considera contenidos como pr…,True,www.minsal.cl,Subsec  participa en “Primera Academia de Salud Pública para Personas Mayores” que considera contenidos como pr…,0.0
235,jmmasociados,elEconomistaes,El envejecimiento de la población en España provocará una caída de renta per cápita de 6.500 euros en 2050 https://t.co/3LWogA78Ym vía @elEconomistaes #Economía,False,"Málaga, España",El envejecimiento de la población en España provocará una caída de renta per cápita de 6500 euros en 2050  vía  Economía,0.0
236,AESTE oficial,,"👏La Fundación Reina Sofía renueva su apoyo a la investigación del #Alzheimer con más de 675.000 euros para la financiación de proyectos y ayudas a la investigación, entre ellos al “Proyecto Vallecas” sobre diagnóstico precoz de Alzheimer.
https://t.co/efZyAuBKRV
#PersonasMayores",False,España,"La Fundación Reina Sofía renueva su apoyo a la investigación del Alzheimer con más de 675000 euros para la financiación de proyectos y ayudas a la investigación entre ellos al “Proyecto Vallecas” sobre diagnóstico precoz de Alzheimer

PersonasMayores",0.5574
237,GuardiaDigital,,💡 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/M0txj7AvR2,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
238,akalayerbas,,Ay por favor ya con la longevidad no aguanto más https://t.co/IaflCaYLsn,False,,Ay por favor ya con la longevidad no aguanto más,0.3182
239,marartebb,fjconpe,"RT @fjconpe: Familias fuertes/duraderas = natalidad = supervivencia de la nación.

Volatilidad familiar = infranatalidad = fin de la nación…",True,"Sevilla, España","Familias fuertesduraderas  natalidad  supervivencia de la nación

Volatilidad familiar  infranatalidad  fin de la nación…",0.0
240,Define Inst,,🔔 El envejecimiento puede revertirse como cualquier enfermedad gracias a un fármaco sintetizado por la Escuela de Medicina de Harvard.... https://t.co/uv4rTVDSXr,False,"Vigo, España",El envejecimiento puede revertirse como cualquier enfermedad gracias a un fármaco sintetizado por la Escuela de Medicina de Harvard,0.6597
241,ministeriosalud,pdazan,"Subsec @pdazan participa en “Primera Academia de Salud Pública para Personas Mayores” que considera contenidos como primeros auxilios, alimentación y estilos de vida saludable, envejecimiento activo, entre otros temas. https://t.co/Bo4gd2tCdN",False,Chile,Subsec  participa en “Primera Academia de Salud Pública para Personas Mayores” que considera contenidos como primeros auxilios alimentación y estilos de vida saludable envejecimiento activo entre otros temas,0.6597
242,Segundo78596209,ZaresAdrian,"RT @ZaresAdrian: Martha Aguiño de 65 años, vivía en condiciones de vulnerabilidad en el cantón Eloy Alfaro.
Gracias a la Misión #MisMejores…",True,,"Martha Aguiño de 65 años vivía en condiciones de vulnerabilidad en el cantón Eloy Alfaro
Gracias a la Misión MisMejores…",0.25
243,AbreuMariat,InfomedCuba,"RT @InfomedCuba: ¿Es bueno pasar hambre? El ayuno se ha convertido en la dieta de moda sin aval científico. Además de en pérdida de peso, s…",True,,¿Es bueno pasar hambre El ayuno se ha convertido en la dieta de moda sin aval científico Además de en pérdida de peso s…,-0.1215
244,aziur50,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
245,GeorgeM62451806,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
246,EvalStatus,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,republica catalana,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
247,fundacioncaser,,"""El progresivo envejecimiento de la población es el principal factor de riesgo para muchas de las enfermedades neurológicas"" #salud  https://t.co/rVrDQGManV",False,,El progresivo envejecimiento de la población es el principal factor de riesgo para muchas de las enfermedades neurológicas salud,-0.2732
248,LaPublicacion,,"🔰 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/FhezqE3MUg",False,"Madrid, Comunidad de Madrid",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
249,K4R1N418,gaby vargas,"RT @gaby_vargas: La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias.
#EneergíaTuPoder https://t.co/…",True,,"La mejor medicina para la salud y el secreto de la longevidad es dormir ocho horas diarias
EneergíaTuPoder …",0.6369
250,Chile7171,ClubLaboral,RT @ClubLaboral: Trabajadores de edad avanzada y protección por desempleo ante una política de envejecimiento activo . Universidad de Grana…,True,,Trabajadores de edad avanzada y protección por desempleo ante una política de envejecimiento activo  Universidad de Grana…,-0.0516
251,Mundo Omni,,"El Centro Sociosanitario Hermanas Hospitalarias de Palencia ha organizado una jornada para abordar el envejecimiento en personas con discapacidad intelectual o psíquica, determinar sus necesidades de apoyo y mejorar su calidad de vida y la de su entorno.
https://t.co/vhzRpYy9Um https://t.co/khfR9S113q",False,"Vigo, España",El Centro Sociosanitario Hermanas Hospitalarias de Palencia ha organizado una jornada para abordar el envejecimiento en personas con discapacidad intelectual o psíquica determinar sus necesidades de apoyo y mejorar su calidad de vida y la de su entorno,0.836
252,cristina301269,hartford sl,"RT @hartford_sl: Promoviendo el #voluntariado, 6 #PersonasMayores de centros de mayores de #Huesca, realizan una #acciónlocal a través del…",True,,Promoviendo el voluntariado 6 PersonasMayores de centros de mayores de Huesca realizan una acciónlocal a través del…,0.3612
253,josepfrancesest,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
254,Binumante,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,Mataró,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
255,ProEnlace,,⚠️ ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/0jWPEnQjWx,False,España,¿Cuántos años podemos vivir los humanos Longevidad,0.0
256,estherifer,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
257,GuardiaDigital,,🔰 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/hrcH3k8PlG,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
258,carlesmarccr,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,Barcelona,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
259,LuisJos57675062,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,"Barcelona, Catalunya",El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
260,mcapafons,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
261,Alexiacl11,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
262,tablon noticias,,"💣 Grandes avances en la lucha contra el cáncer, la diabetes, la demencia y otras enfermedades provocadas por el envejecimiento celular... https://t.co/seTlPWzgre",False,España y el mundo,Grandes avances en la lucha contra el cáncer la diabetes la demencia y otras enfermedades provocadas por el envejecimiento celular,-0.7906
263,mariabarrivell,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,"Barri Vell, Girona",El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
264,MultiGaceta,,🔰 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/AkGVINGgsf,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
265,chanofn chano,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,Tenerife,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
266,Josepantongil,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,Barcelona,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
267,Dont U Panic,,☀️ Esta es la razón de que los llamados super-agers sean tan longevos y tengan tanta salud... https://t.co/PUenUTt2gv,False,España,Esta es la razón de que los llamados superagers sean tan longevos y tengan tanta salud,0.0
268,PititaDiOr,yo gringoloco,RT @yo_gringoloco: Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro. Seguiremos informando. #NoMasEvo https:/…,True,,Estudios demuestran que la falta de helicóptero causa envejecimiento prematuro Seguiremos informando NoMasEvo https…,-0.3182
269,pamelamardonesd,"SENAMAGOB, AChMChile",RT @SENAMAGOB: Este domingo 15 de diciembre se realizará la consulta ciudadana municipal organizada por @AChMChile en diversas comunas del…,True,Chile,Este domingo 15 de diciembre se realizará la consulta ciudadana municipal organizada por  en diversas comunas del…,0.0
270,elfaradio,mehnai,"El #BarCovers vuelve a acoger esta noche al grupo flamenco 'Al alba', de origen cántabro. También destacamos otras citas musicales como la actuación de @mehnai , Gema Martínez y Yenia Popova en las jornadas 'Mujer y envejecimiento' de #UNATE https://t.co/xExSp6ZOsx",False,,El BarCovers vuelve a acoger esta noche al grupo flamenco Al alba de origen cántabro También destacamos otras citas musicales como la actuación de   Gema Martínez y Yenia Popova en las jornadas Mujer y envejecimiento de UNATE,0.34
271,MultiGaceta,,🔰 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/4ZNgJiDpJj,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
272,EricQuijada4,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,USA-Europe,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
273,SergiCdV,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
274,OBienestarA3,,Un motivo más para llevar una dieta saludable 😊 https://t.co/bxYkYrvkwR,False,Compromiso Atresmedia,Un motivo más para llevar una dieta saludable,0.4019
275,InfoApuntes,,"💡 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/cF0zng63jZ",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
