,emisor,mencionado,texto,rt,localizacion,texto_limpio,sent_score
145,EstherC20259441,MatiaFundazioa,"RT @MatiaFundazioa: #Personasmayores con #alzhéimer se convierten en protagonistas de cuadros de artistas como Klimt, Matisse, Van Gogh, Ca…",True,,Personasmayores con alzhéimer se convierten en protagonistas de cuadros de artistas como Klimt Matisse Van Gogh Ca…,0.0
146,envejezando,MatiaFundazioa,"RT @MatiaFundazioa: #Personasmayores con #alzhéimer se convierten en protagonistas de cuadros de artistas como Klimt, Matisse, Van Gogh, Ca…",True,,Personasmayores con alzhéimer se convierten en protagonistas de cuadros de artistas como Klimt Matisse Van Gogh Ca…,0.0
147,mi Cuidador,KnowAlzheimer,"RT @KnowAlzheimer: El envejecimiento no es sólo un proceso visible en el cuerpo, si no también en la #mente. Identifícalo ✋
https://t.co/4h…",True,info@micuidador.com,"El envejecimiento no es sólo un proceso visible en el cuerpo si no también en la mente Identifícalo 
…",0.0
148,Jhidalgoanfossi,"juancarlossaid, felipekast, HernanLarrain, colmedchile, izkia, desbordes, mjossandon, jbellolio",@juancarlossaid @felipekast @HernanLarrain @colmedchile @izkia @desbordes @mjossandon @jbellolio Envejecimiento demográfico debe ser una variable importante a la hora de rediseñar un Sistema de Salud (integrado),False,santiago de chile,Envejecimiento demográfico debe ser una variable importante a la hora de rediseñar un Sistema de Salud integrado,0.2023
149,cervezadviernes,,"Cerveza contiene antioxidantes capaces de evitar el envejecimiento, según estudio - Expreso https://t.co/LZu7DcpKxx https://t.co/OXDrHzDNBr",False,"Alicante, España",Cerveza contiene antioxidantes capaces de evitar el envejecimiento según estudio  Expreso,0.0258
150,swalterscience,,"We got funded to check whether age simulation suits improve caregiver empathy!!! Stay tuned - RCT results ready in June 2020.

Un traje que simula el envejecimiento para mejorar la empatía de los cuidadores - Universidad Rey Juan Carlos https://t.co/JAMDvZfsWR",False,,"We got funded to check whether age simulation suits improve caregiver empathy Stay tuned  RCT results ready in June 2020

Un traje que simula el envejecimiento para mejorar la empatía de los cuidadores  Universidad Rey Juan Carlos",0.8074
151,ActaSanitaria,,"Microbiota, inflamación crónica y envejecimiento: una evidente relación - https://t.co/FO8GCZjcKc",False,España,Microbiota inflamación crónica y envejecimiento una evidente relación,0.3818
152,RedAmigableEdad,DIPUSEVI,"✅La @DIPUSEVI ha organizado #Jornada sobre la Red de Ciudades y Comunidades Amigables con las #PersonasMayores 

✅ Crecen las alianzas y la colaboración para contribuir a que aumenten en nuestro país los pueblos y #ciudadesamigables 👏👏👏👏
👉 https://t.co/fjHUakrqg4 https://t.co/ur39GNsa1b",False,,"La  ha organizado Jornada sobre la Red de Ciudades y Comunidades Amigables con las PersonasMayores 

 Crecen las alianzas y la colaboración para contribuir a que aumenten en nuestro país los pueblos y ciudadesamigables",0.6705
153,RondonTuAmigo,Geriatriamexico,"RT @Geriatriamexico: Tener una buena salud ayuda a las #PersonasMayores a asegurar su independencia, seguridad y productividad continua a l…",True,Arequipa-Peru,Tener una buena salud ayuda a las PersonasMayores a asegurar su independencia seguridad y productividad continua a l…,0.872
154,yeyehelp,SUMAR ASC,"""Las residencias de #PersonasMayores no son hospitales ni hoteles, son hogares"", Jornada de conocimiento y experiencia de @SUMAR_ASC  en la jornada atención centrada a la persona https://t.co/xxwbOCexl7",False,"Barcelona, España",Las residencias de PersonasMayores no son hospitales ni hoteles son hogares Jornada de conocimiento y experiencia de   en la jornada atención centrada a la persona,0.4939
155,SENMO ,,"#LaboratoriodeEjerciciofisico 🏋️‍♂️🤸‍♀️
Si quieres mantenerte sano, en forma y evitar el envejecimiento prematuro... 💥HIIT💥
#HIIT #Ejerciciofisico #Elejercicioesmedicina #Salud #healthylife https://t.co/t1F2ddsGh8",False,España,"LaboratoriodeEjerciciofisico 
Si quieres mantenerte sano en forma y evitar el envejecimiento prematuro HIIT
HIIT Ejerciciofisico Elejercicioesmedicina Salud healthylife",0.2023
156,GeriatricArea,"GeriatricArea, EdadyVida","Los expertos advierten que es preciso unificar los servicios sanitarios, sociales, farmacéuticos y residenciales en la atención a las personas mayores para dar una respuesta eficaz al reto del #envejecimiento - https://t.co/FpKTLTIjqQ  vía @GeriatricArea @EdadyVida",False,,Los expertos advierten que es preciso unificar los servicios sanitarios sociales farmacéuticos y residenciales en la atención a las personas mayores para dar una respuesta eficaz al reto del envejecimiento    vía,0.7351
157,AulaMagna,UCOMILLAS,"👉 La Cátedra José María Martín Patino de la Cultura del Encuentro de la Universidad Pontificia Comillas ha presentado el Informe España 2019 @UCOMILLAS

Más info en la web: 

https://t.co/yu0UfleeTq",False,"Andalucía, España","La Cátedra José María Martín Patino de la Cultura del Encuentro de la Universidad Pontificia Comillas ha presentado el Informe España 2019 

Más info en la web",0.0
158,resiavdasanluis,MatiaFundazioa,"RT @MatiaFundazioa: #Personasmayores con #alzhéimer se convierten en protagonistas de cuadros de artistas como Klimt, Matisse, Van Gogh, Ca…",True,,Personasmayores con alzhéimer se convierten en protagonistas de cuadros de artistas como Klimt Matisse Van Gogh Ca…,0.0
159,Globalnews10 ES,,"La renta per cápita española caerá en 6.500 euros hasta 2050 por el #Envejecimiento https://t.co/Ze91dQDGl3

#Economía #España #Trabajadores https://t.co/YcsFXydSeM",False,"Comunidad de Madrid, España","La renta per cápita española caerá en 6500 euros hasta 2050 por el Envejecimiento 

Economía España Trabajadores",0.0
160,avalia t,"ACIS sergas, cristinagarmend","RT @ACIS_sergas: #FonterasCódigo100 @cristinagarmend: ""No podemos hablar de innovación en salud sin tener en cuenta la demografía y el enve…",True,Santiago de Compostela,FonterasCódigo100  No podemos hablar de innovación en salud sin tener en cuenta la demografía y el enve…,-0.2924
161,carlos msbarco,NoticiasNavarra,"RT @NoticiasNavarra: ‘Lerín Amable’, un plan de urbanismo inclusivo por un envejecimiento activo https://t.co/Azj1qZhDVT",True,Ⓐ,‘Lerín Amable’ un plan de urbanismo inclusivo por un envejecimiento activo,0.4019
162,BioparcCafe,infosalus com,Una dieta saludable ralentiza el envejecimiento celular  vía @infosalus_com https://t.co/TrqOeEUDwI,False,"Valencia, Comunidad Valenciana",Una dieta saludable ralentiza el envejecimiento celular  vía,0.4019
163,RevistaMSP,,"Con el #RelojEpigenético se pueden anticipar futuras #enfermedades asociadas al #envejecimiento #celular, como el #cáncer o las #EnfermedadesAutoinmunes. Detalles aquí: https://t.co/LTFZO6d3QW #ExclusivoMSP #SomosCiencia https://t.co/TQGlX8LO7G",False,Puerto Rico,Con el RelojEpigenético se pueden anticipar futuras enfermedades asociadas al envejecimiento celular como el cáncer o las EnfermedadesAutoinmunes Detalles aquí  ExclusivoMSP SomosCiencia,-0.6597
164,JGomezraja,"ACIS sergas, cristinagarmend","RT @ACIS_sergas: #FonterasCódigo100 @cristinagarmend: ""No podemos hablar de innovación en salud sin tener en cuenta la demografía y el enve…",True,"Badajoz, Spain",FonterasCódigo100  No podemos hablar de innovación en salud sin tener en cuenta la demografía y el enve…,-0.2924
165,MorgadePilar,"ACIS sergas, cristinagarmend","RT @ACIS_sergas: #FonterasCódigo100 @cristinagarmend: ""No podemos hablar de innovación en salud sin tener en cuenta la demografía y el enve…",True,"Santiago de Compostela, España",FonterasCódigo100  No podemos hablar de innovación en salud sin tener en cuenta la demografía y el enve…,-0.2924
166,ACIS sergas,cristinagarmend,"#FonterasCódigo100 @cristinagarmend: ""No podemos hablar de innovación en salud sin tener en cuenta la demografía y el envejecimiento de la población y la cronicidad de las enfermedades"" https://t.co/sNAiXXtInV",False,"Santiago de Compostela, España",FonterasCódigo100  No podemos hablar de innovación en salud sin tener en cuenta la demografía y el envejecimiento de la población y la cronicidad de las enfermedades,-0.2924
167,avalia t,"ACIS sergas, Xunta","RT @ACIS_sergas: Alberto Núñez Feijoo, presidente @Xunta, recuerda que #Galicia ha sido reconocida con 4 estrellas de las 4 posibles como r…",True,Santiago de Compostela,Alberto Núñez Feijoo presidente  recuerda que Galicia ha sido reconocida con 4 estrellas de las 4 posibles como r…,0.0
168,BSalamanca CA,mayores enforma,"RT @mayores_enforma: #felizmiércoles  ¿Qué tal ha ido el puente? ¿Habéis hecho #ejercicio? Cuéntanos👇👇

🏃‍🚶‍ Os dejamos un pequeño #vídeo c…",True,"Barrio de Salamanca, Madrid ","felizmiércoles  ¿Qué tal ha ido el puente ¿Habéis hecho ejercicio Cuéntanos

 Os dejamos un pequeño vídeo c…",0.0
169,Torrelodones CA,mayores enforma,"RT @mayores_enforma: #felizmiércoles  ¿Qué tal ha ido el puente? ¿Habéis hecho #ejercicio? Cuéntanos👇👇

🏃‍🚶‍ Os dejamos un pequeño #vídeo c…",True,"Torrelodones, España","felizmiércoles  ¿Qué tal ha ido el puente ¿Habéis hecho ejercicio Cuéntanos

 Os dejamos un pequeño vídeo c…",0.0
170,Boadilla CA,mayores enforma,"RT @mayores_enforma: #felizmiércoles  ¿Qué tal ha ido el puente? ¿Habéis hecho #ejercicio? Cuéntanos👇👇

🏃‍🚶‍ Os dejamos un pequeño #vídeo c…",True,Boadilla del Monte,"felizmiércoles  ¿Qué tal ha ido el puente ¿Habéis hecho ejercicio Cuéntanos

 Os dejamos un pequeño vídeo c…",0.0
171,SanseAumentada,mayores enforma,"RT @mayores_enforma: #felizmiércoles  ¿Qué tal ha ido el puente? ¿Habéis hecho #ejercicio? Cuéntanos👇👇

🏃‍🚶‍ Os dejamos un pequeño #vídeo c…",True,San Sebastián de los Reyes,"felizmiércoles  ¿Qué tal ha ido el puente ¿Habéis hecho ejercicio Cuéntanos

 Os dejamos un pequeño vídeo c…",0.0
172,Alcobendas CA,mayores enforma,"RT @mayores_enforma: #felizmiércoles  ¿Qué tal ha ido el puente? ¿Habéis hecho #ejercicio? Cuéntanos👇👇

🏃‍🚶‍ Os dejamos un pequeño #vídeo c…",True,Alcobendas,"felizmiércoles  ¿Qué tal ha ido el puente ¿Habéis hecho ejercicio Cuéntanos

 Os dejamos un pequeño vídeo c…",0.0
173,CiudadAumentada,mayores enforma,"RT @mayores_enforma: #felizmiércoles  ¿Qué tal ha ido el puente? ¿Habéis hecho #ejercicio? Cuéntanos👇👇

🏃‍🚶‍ Os dejamos un pequeño #vídeo c…",True,Todas las #ciudades de España,"felizmiércoles  ¿Qué tal ha ido el puente ¿Habéis hecho ejercicio Cuéntanos

 Os dejamos un pequeño vídeo c…",0.0
174,PPdeMonforte,"ACIS sergas, Xunta","RT @ACIS_sergas: Alberto Núñez Feijoo, presidente @Xunta, recuerda que #Galicia ha sido reconocida con 4 estrellas de las 4 posibles como r…",True,"Monforte de Lemos, España",Alberto Núñez Feijoo presidente  recuerda que Galicia ha sido reconocida con 4 estrellas de las 4 posibles como r…,0.0
175,ManuelL12700597,"ACIS sergas, Xunta","RT @ACIS_sergas: Alberto Núñez Feijoo, presidente @Xunta, recuerda que #Galicia ha sido reconocida con 4 estrellas de las 4 posibles como r…",True,,Alberto Núñez Feijoo presidente  recuerda que Galicia ha sido reconocida con 4 estrellas de las 4 posibles como r…,0.0
176,ppdegalicia,"ACIS sergas, Xunta","RT @ACIS_sergas: Alberto Núñez Feijoo, presidente @Xunta, recuerda que #Galicia ha sido reconocida con 4 estrellas de las 4 posibles como r…",True,Galicia,Alberto Núñez Feijoo presidente  recuerda que Galicia ha sido reconocida con 4 estrellas de las 4 posibles como r…,0.0
177,RCanoO,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,,El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
178,JGomezraja,"ACIS sergas, Xunta","RT @ACIS_sergas: Alberto Núñez Feijoo, presidente @Xunta, recuerda que #Galicia ha sido reconocida con 4 estrellas de las 4 posibles como r…",True,"Badajoz, Spain",Alberto Núñez Feijoo presidente  recuerda que Galicia ha sido reconocida con 4 estrellas de las 4 posibles como r…,0.0
179,rafacamu,"novagob, laurarosillo",RT @novagob: “Envejecer significa entrar en otro ciclo laboral y productivo”. @laurarosillo nos explica en #GeneraciónEBAP que las organiza…,True,Córdoba - Granada (España),“Envejecer significa entrar en otro ciclo laboral y productivo”  nos explica en GeneraciónEBAP que las organiza…,0.0
180,stilofres01,RamonDLC6,"RT @RamonDLC6: Consejo a mis hijos y nietas... Que nunca emprendan una iniciativa combinando el trabajo con el odio, con el rencor y con la…",True,,Consejo a mis hijos y nietas Que nunca emprendan una iniciativa combinando el trabajo con el odio con el rencor y con la…,-0.6369
181,xaba lerin,NoticiasNavarra,"RT @NoticiasNavarra: ‘Lerín Amable’, un plan de urbanismo inclusivo por un envejecimiento activo https://t.co/Azj1qZhDVT",True,Lerín,‘Lerín Amable’ un plan de urbanismo inclusivo por un envejecimiento activo,0.4019
182,Codigo 100,"ACIS sergas, Xunta","RT @ACIS_sergas: Alberto Núñez Feijoo, presidente @Xunta, recuerda que #Galicia ha sido reconocida con 4 estrellas de las 4 posibles como r…",True,"Galicia, España",Alberto Núñez Feijoo presidente  recuerda que Galicia ha sido reconocida con 4 estrellas de las 4 posibles como r…,0.0
183,Codigo 100,FeijooGalicia,"@FeijooGalicia  ""Tenemos en marcha el segundo plan de innovación sanitaria, Código 100, que está centrado en el envejecimiento, uno de nuestros principales retos"" #FronterasCódigo100 https://t.co/PUeZ8ccDxt",False,"Galicia, España",Tenemos en marcha el segundo plan de innovación sanitaria Código 100 que está centrado en el envejecimiento uno de nuestros principales retos FronterasCódigo100,0.5267
184,MorgadePilar,"ACIS sergas, Xunta","RT @ACIS_sergas: Alberto Núñez Feijoo, presidente @Xunta, recuerda que #Galicia ha sido reconocida con 4 estrellas de las 4 posibles como r…",True,"Santiago de Compostela, España",Alberto Núñez Feijoo presidente  recuerda que Galicia ha sido reconocida con 4 estrellas de las 4 posibles como r…,0.0
185,granada social,,"#HistoriasDeTalento | Iván Centenillo no solo es un ""obrero del arte"" también es un #trabajadorsocial con un propósito: estudiar la influencia de la música en el #envejecimiento activo, como el #Alzheimer.

💡https://t.co/j9ZyhNg1RX https://t.co/ZpIo4FXSiu",False,"C/Conde Cifuentes, 33 Granada",HistoriasDeTalento  Iván Centenillo no solo es un obrero del arte también es un trabajadorsocial con un propósito estudiar la influencia de la música en el envejecimiento activo como el Alzheimer,0.4019
186,NoticiasNavarra,,"‘Lerín Amable’, un plan de urbanismo inclusivo por un envejecimiento activo https://t.co/Azj1qZhDVT",False,"Pamplona, Navarra",‘Lerín Amable’ un plan de urbanismo inclusivo por un envejecimiento activo,0.4019
187,ACIS sergas,"Xunta, EIP AHA, Codigo 100","Alberto Núñez Feijoo, presidente @Xunta, recuerda que #Galicia ha sido reconocida con 4 estrellas de las 4 posibles como región de referencia europea por el abordaje integral del envejecimiento activo y saludable @EIP_AHA #FronterasCodigo100 @Codigo_100 https://t.co/E3cmpTJusn",False,"Santiago de Compostela, España",Alberto Núñez Feijoo presidente  recuerda que Galicia ha sido reconocida con 4 estrellas de las 4 posibles como región de referencia europea por el abordaje integral del envejecimiento activo y saludable  FronterasCodigo100,0.6597
188,Codigo 100,FeijooGalicia,"@FeijooGalicia resalta que ""Galicia ha conseguido la máxima calificación europea como región de referencia en el abordaje integral del envejecimiento activo y saludable"" https://t.co/2hz260Me6i #FronterasCódigo100 #4estrellas #Galicia",False,"Galicia, España",resalta que Galicia ha conseguido la máxima calificación europea como región de referencia en el abordaje integral del envejecimiento activo y saludable  FronterasCódigo100 4estrellas Galicia,0.7506
189,EFCyL,abceconomia,El envejecimiento restará 6.500 euros a la renta per cápita de los españoles hasta 2050 https://t.co/rkdCVv8Scy @abceconomia https://t.co/A1FAnoO1hL,False,Valladolid,El envejecimiento restará 6500 euros a la renta per cápita de los españoles hasta 2050,0.0
190,eCare pcp,"innovacio csi, consorcsanitari",@innovacio_csi @consorcsanitari ¡Gracias por vuestra colaboración! Deseando conocer las conclusiones de vuestro evento y avanzar en prevenir la #fragilidad en las #PersonasMayores.,False,,¡Gracias por vuestra colaboración Deseando conocer las conclusiones de vuestro evento y avanzar en prevenir la fragilidad en las PersonasMayores,0.34
191,jandresgu,,"El Envejecimiento del Cerebro: prevenir o revertir | NeuroMéxico | Neurociencia, Ciencia y Tecnología https://t.co/cBFrg438W5",False,Tudela,El Envejecimiento del Cerebro prevenir o revertir  NeuroMéxico  Neurociencia Ciencia y Tecnología,0.0258
192,carlosmguaman,yeyehelp,RT @yeyehelp: Beneficios de los Centros de Día y Asociaciones para las #PersonasMayores https://t.co/qS5S1CUjsg,True,"Sant Cugat del Vallès, España",Beneficios de los Centros de Día y Asociaciones para las PersonasMayores,0.7003
193,polilabunr,"novagob, laurarosillo",RT @novagob: “Envejecer significa entrar en otro ciclo laboral y productivo”. @laurarosillo nos explica en #GeneraciónEBAP que las organiza…,True,"Rosario, Argentina",“Envejecer significa entrar en otro ciclo laboral y productivo”  nos explica en GeneraciónEBAP que las organiza…,0.0
194,antoniomarcodi1,"CruzRojaVLC, CruzRojaEsp",RT @CruzRojaVLC: Voluntarios y mayores de @cruzrojaesp celebran hoy en #Valencia la llegada de la #Navidad #PersonasMayores #Soledad #Invie…,True,,Voluntarios y mayores de  celebran hoy en Valencia la llegada de la Navidad PersonasMayores Soledad Invie…,-0.4215
195,MediadoresLPA,,"La longevidad, es la gran reforma pendiente del sistema para asegurar su sostenibilidad, el vaciamiento de la hucha de las pensiones, etc. nos hacen pensar que jubilarse resultará cada vez más complicado. 🥺
https://t.co/I9aricdFwc",False,Las palmas de gran canaria,La longevidad es la gran reforma pendiente del sistema para asegurar su sostenibilidad el vaciamiento de la hucha de las pensiones etc nos hacen pensar que jubilarse resultará cada vez más complicado,0.7269
196,Mini Extra,,📌 ¿Cuál es el secreto de la longevidad de las tortugas?... https://t.co/OMXBxAvo4N,False,"Aragón, España",¿Cuál es el secreto de la longevidad de las tortugas,0.0
197,CETEM CT,,"Comienza su andadura el proyecto Pharaon, que tiene como objetivo establecer las bases y unificar los desafíos tecnológicos que el envejecimiento de la población traerá consigo en las próximas décadas mediante el desarrollo de experiencias piloto reales. https://t.co/M91gD4vZca",False,"Yecla, Murcia",Comienza su andadura el proyecto Pharaon que tiene como objetivo establecer las bases y unificar los desafíos tecnológicos que el envejecimiento de la población traerá consigo en las próximas décadas mediante el desarrollo de experiencias piloto reales,0.0772
198,cgilsanz,eCare pcp,RT @eCare_pcp: Las #PersonasMayores tienen mucho que decir en la #TransformaciónDigital. Queremos que sean ellos quienes nos cuenten sus re…,True,Santander,Las PersonasMayores tienen mucho que decir en la TransformaciónDigital Queremos que sean ellos quienes nos cuenten sus re…,0.0772
199,cncfrigiliana,,"✨El SÉRUM FACIAL ILUMINADOR de Uvas Frescas contiene EXTRACTO de UVA BIO, un agente antioxidante que suaviza de manera efectiva los signos de envejecimiento y permite que llegue a las capas más profundas de la… https://t.co/SKebR901Rr",False,C. Travesía 1A * FRIGILIANA,El SÉRUM FACIAL ILUMINADOR de Uvas Frescas contiene EXTRACTO de UVA BIO un agente antioxidante que suaviza de manera efectiva los signos de envejecimiento y permite que llegue a las capas más profundas de la…,0.6486
200,Meritxelldavins,eCare pcp,RT @eCare_pcp: Las #PersonasMayores tienen mucho que decir en la #TransformaciónDigital. Queremos que sean ellos quienes nos cuenten sus re…,True,,Las PersonasMayores tienen mucho que decir en la TransformaciónDigital Queremos que sean ellos quienes nos cuenten sus re…,0.0772
201,Educar1Mena,RafaelRuiz1957,RT @RafaelRuiz1957: El gran desafío es el envejecimiento de la población a causa del aborto. La cumbre de Nairobi ha impuesto una Agenda Ab…,True,La Línea de la Concepción,El gran desafío es el envejecimiento de la población a causa del aborto La cumbre de Nairobi ha impuesto una Agenda Ab…,0.0
202,Arnau di,Ainhomoon,"RT @Ainhomoon: Yo digo: ""la sordera ya no es cosa del envejecimiento"". Iba a decir otra cosa, pero no quiero que me apedree nadie, así que…",True,Mediterráneo,Yo digo la sordera ya no es cosa del envejecimiento Iba a decir otra cosa pero no quiero que me apedree nadie así que…,-0.0857
203,gomezivo,"novagob, laurarosillo",RT @novagob: “Envejecer significa entrar en otro ciclo laboral y productivo”. @laurarosillo nos explica en #GeneraciónEBAP que las organiza…,True,"Madrid, Comunidad de Madrid",“Envejecer significa entrar en otro ciclo laboral y productivo”  nos explica en GeneraciónEBAP que las organiza…,0.0
204,Juan Ca Ro,RafaelRuiz1957,"RT @RafaelRuiz1957: Efectivamente, nosotros somos lo más frágil. Si hay una emergencia mundial es el envejecimiento de la población provoca…",True,Tucuman,Efectivamente nosotros somos lo más frágil Si hay una emergencia mundial es el envejecimiento de la población provoca…,-0.3818
205,encarnahr,"novagob, laurarosillo",RT @novagob: .@laurarosillo inaugura con su conferencia inspiracional la segunda jornada de #GeneraciónEBAP. Vamos a perderle el miedo al e…,True,Molina de Segura (Murcia),inaugura con su conferencia inspiracional la segunda jornada de GeneraciónEBAP Vamos a perderle el miedo al e…,-0.3612
206,encarnahr,"novagob, laurarosillo",RT @novagob: “Envejecer significa entrar en otro ciclo laboral y productivo”. @laurarosillo nos explica en #GeneraciónEBAP que las organiza…,True,Molina de Segura (Murcia),“Envejecer significa entrar en otro ciclo laboral y productivo”  nos explica en GeneraciónEBAP que las organiza…,0.0
207,HerbertSimpsong,,"💣 Grandes avances en la lucha contra el cáncer, la diabetes, la demencia y otras enfermedades provocadas por el envejecimiento celular... https://t.co/C4RG7WYOrz",False,En la arena,Grandes avances en la lucha contra el cáncer la diabetes la demencia y otras enfermedades provocadas por el envejecimiento celular,-0.7906
208,EBAP GOIB,"novagob, laurarosillo",RT @novagob: .@laurarosillo inaugura con su conferencia inspiracional la segunda jornada de #GeneraciónEBAP. Vamos a perderle el miedo al e…,True,"C/ Gremi de Corredors, 10, 3r",inaugura con su conferencia inspiracional la segunda jornada de GeneraciónEBAP Vamos a perderle el miedo al e…,-0.3612
209,rodriguezxql,"novagob, laurarosillo",RT @novagob: “Envejecer significa entrar en otro ciclo laboral y productivo”. @laurarosillo nos explica en #GeneraciónEBAP que las organiza…,True,"Rosario, Santa Fe, Argentina",“Envejecer significa entrar en otro ciclo laboral y productivo”  nos explica en GeneraciónEBAP que las organiza…,0.0
210,PatoLukas55,RafaelRuiz1957,"RT @RafaelRuiz1957: Efectivamente, nosotros somos lo más frágil. Si hay una emergencia mundial es el envejecimiento de la población provoca…",True,"MEJOR NO, ",Efectivamente nosotros somos lo más frágil Si hay una emergencia mundial es el envejecimiento de la población provoca…,-0.3818
211,ticbiomed,eCare pcp,RT @eCare_pcp: Las #PersonasMayores tienen mucho que decir en la #TransformaciónDigital. Queremos que sean ellos quienes nos cuenten sus re…,True,"Murcia, España",Las PersonasMayores tienen mucho que decir en la TransformaciónDigital Queremos que sean ellos quienes nos cuenten sus re…,0.0772
212,Jess45551348,RafaelRuiz1957,"RT @RafaelRuiz1957: Efectivamente, nosotros somos lo más frágil. Si hay una emergencia mundial es el envejecimiento de la población provoca…",True,,Efectivamente nosotros somos lo más frágil Si hay una emergencia mundial es el envejecimiento de la población provoca…,-0.3818
213,AdellPaco,"novagob, laurarosillo",RT @novagob: “Envejecer significa entrar en otro ciclo laboral y productivo”. @laurarosillo nos explica en #GeneraciónEBAP que las organiza…,True,Eivissa,“Envejecer significa entrar en otro ciclo laboral y productivo”  nos explica en GeneraciónEBAP que las organiza…,0.0
214,EBAP GOIB,"novagob, laurarosillo",RT @novagob: “Envejecer significa entrar en otro ciclo laboral y productivo”. @laurarosillo nos explica en #GeneraciónEBAP que las organiza…,True,"C/ Gremi de Corredors, 10, 3r",“Envejecer significa entrar en otro ciclo laboral y productivo”  nos explica en GeneraciónEBAP que las organiza…,0.0
215,eCare pcp,,"Las #PersonasMayores tienen mucho que decir en la #TransformaciónDigital. Queremos que sean ellos quienes nos cuenten sus retos, para que la tecnología se adapte y realmente les ayude. Aprendimos mucho en el último ""focus group"" en #Santander. #SaludDigital https://t.co/dviwexCNFK",False,,Las PersonasMayores tienen mucho que decir en la TransformaciónDigital Queremos que sean ellos quienes nos cuenten sus retos para que la tecnología se adapte y realmente les ayude Aprendimos mucho en el último focus group en Santander SaludDigital,0.5563
216,TransparenteGob,"novagob, laurarosillo",RT @novagob: “Envejecer significa entrar en otro ciclo laboral y productivo”. @laurarosillo nos explica en #GeneraciónEBAP que las organiza…,True,Ciudad Real - Madrid,“Envejecer significa entrar en otro ciclo laboral y productivo”  nos explica en GeneraciónEBAP que las organiza…,0.0
217,mihalore,"novagob, laurarosillo",RT @novagob: “Envejecer significa entrar en otro ciclo laboral y productivo”. @laurarosillo nos explica en #GeneraciónEBAP que las organiza…,True,madrid,“Envejecer significa entrar en otro ciclo laboral y productivo”  nos explica en GeneraciónEBAP que las organiza…,0.0
218,AgoizS,RafaelRuiz1957,RT @RafaelRuiz1957: El gran desafío es el envejecimiento de la población a causa del aborto. La cumbre de Nairobi ha impuesto una Agenda Ab…,True,"Pamplona, España",El gran desafío es el envejecimiento de la población a causa del aborto La cumbre de Nairobi ha impuesto una Agenda Ab…,0.0
219,novagob,laurarosillo,“Envejecer significa entrar en otro ciclo laboral y productivo”. @laurarosillo nos explica en #GeneraciónEBAP que las organizaciones deben planificar la longevidad. https://t.co/kY3lv9w0qK,False,Iberoamérica,“Envejecer significa entrar en otro ciclo laboral y productivo”  nos explica en GeneraciónEBAP que las organizaciones deben planificar la longevidad,0.0
220,Consejo HCP,,"#Envejecimiento activo en el siglo XXI
https://t.co/C3iUb91AzK https://t.co/wtCLQbFZZ7",False,Madrid,Envejecimiento activo en el siglo XXI,0.4019
221,RafaelRuiz1957,RafaelRuiz1957,"RT @RafaelRuiz1957: Efectivamente, nosotros somos lo más frágil. Si hay una emergencia mundial es el envejecimiento de la población provoca…",True,"Madrid, Spain",Efectivamente nosotros somos lo más frágil Si hay una emergencia mundial es el envejecimiento de la población provoca…,-0.3818
222,RafaelRuiz1957,RafaelRuiz1957,RT @RafaelRuiz1957: El gran desafío es el envejecimiento de la población a causa del aborto. La cumbre de Nairobi ha impuesto una Agenda Ab…,True,"Madrid, Spain",El gran desafío es el envejecimiento de la población a causa del aborto La cumbre de Nairobi ha impuesto una Agenda Ab…,0.0
223,mater p,Tendencias21,"El envejecimiento no es continuo, sino por saltos, vía @Tendencias21 https://t.co/83yQiRiybb",False,España,El envejecimiento no es continuo sino por saltos vía,0.0
224,yeyehelp,,Beneficios de los Centros de Día y Asociaciones para las #PersonasMayores https://t.co/qS5S1CUjsg,False,"Barcelona, España",Beneficios de los Centros de Día y Asociaciones para las PersonasMayores,0.7003
225,Mundo Omni,,"El envejecimiento y sus efectos negativos harán que el crecimiento real del PIB se reduzca en más de 200.000 millones de euros dentro de 30 años, reduciendo la renta de cada español en 6.500 euros hasta 2050.
https://t.co/GoLrDxuE3Z https://t.co/XdxTZbJHHB",False,"Vigo, España",El envejecimiento y sus efectos negativos harán que el crecimiento real del PIB se reduzca en más de 200000 millones de euros dentro de 30 años reduciendo la renta de cada español en 6500 euros hasta 2050,-0.2732
226,amaruec12,"novagob, laurarosillo",RT @novagob: .@laurarosillo inaugura con su conferencia inspiracional la segunda jornada de #GeneraciónEBAP. Vamos a perderle el miedo al e…,True,,inaugura con su conferencia inspiracional la segunda jornada de GeneraciónEBAP Vamos a perderle el miedo al e…,-0.3612
227,rafacamu,"novagob, laurarosillo",RT @novagob: .@laurarosillo inaugura con su conferencia inspiracional la segunda jornada de #GeneraciónEBAP. Vamos a perderle el miedo al e…,True,Córdoba - Granada (España),inaugura con su conferencia inspiracional la segunda jornada de GeneraciónEBAP Vamos a perderle el miedo al e…,-0.3612
228,JosepMBusquets,sninobecerra,RT @sninobecerra: El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,True,"Terrassa, Catalunya.",El problema no es el envejecimiento y el descenso de natalidad sino la baja productividad y una estructura de PIB basada…,-0.5423
